"","mean_passive","rating","num_words_review","id","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","percent_pronoun","type_token","mean_words_sent","num_cap_letters_sent","num_punc_sent"
"6972",0,"5",5,"419973","0","0","0","0","0","0","0","0","0",1,0,1,5,1,0
"6973",0,"5",49,"121699","0","2","0","0","2","0","1","2","0",2,0.428571428571429,0.714285714285714,24.5,3,2
"6974",0,"2",45,"52130","0","2","1","0","1","1","1","2","2",2,0.5,0.8,15,2.33333333333333,3.66666666666667
"6975",0.25,"5",37,"111978","1","0","1","0","1","1","1","2","2",1,0.333333333333333,0.864864864864865,9.25,1,1.25
"6976",0.0588235294117647,"5",247,"741159","1","4","1","2","4","0","3","3","3",7,0.5,0.55982905982906,14.5294117647059,1.52941176470588,2
"6977",0,"5",59,"111228","2","2","1","1","2","2","3","2","2",2,0.25,0.879310344827586,19.6666666666667,13,3
"6978",0,"4",24,"562295","0","0","0","0","1","0","0","0","0",1,0.25,0.88,8,1,3.33333333333333
"6979",0.166666666666667,"5",99,"129597","0","2","0","1","2","0","0","0","0",3,0.416666666666667,0.626262626262626,16.5,1.66666666666667,1.66666666666667
"6980",0,"4",67,"800235","0","0","0","0","1","0","0","1","1",2,0.3,0.875,9.57142857142857,1.57142857142857,2.28571428571429
"6981",0,"0",129,"631930","1","2","2","1","1","2","1","1","3",2,0.4,0.635658914728682,16.125,1.625,2.5
"6982",0,"5",10,"397007","1","0","0","0","1","0","0","0","1",1,0.5,1,10,0,2
"6983",0,"4",21,"237021","0","2","0","0","2","0","1","3","0",2,0.25,0.904761904761905,7,1,1.33333333333333
"6984",0,"5",73,"798129","1","0","2","1","2","1","0","1","2",3,0.285714285714286,0.726027397260274,14.6,1.4,1.6
"6985",0,"5",26,"374665","0","1","0","0","1","0","1","1","0",1,0.333333333333333,0.888888888888889,6.5,1,1.25
"6986",0,"4",78,"162007","0","2","0","1","3","0","2","3","1",5,0.363636363636364,0.794871794871795,11.1428571428571,3.42857142857143,3.71428571428571
"6987",0,"5",11,"266206","0","2","0","0","2","1","1","2","0",2,0,0.909090909090909,5.5,1,1.5
"6988",0,"4",95,"869684","0","2","0","2","3","0","0","3","0",3,0.333333333333333,0.67741935483871,7.30769230769231,1.30769230769231,1.61538461538462
"6989",0,"5",85,"513135","0","2","0","0","1","0","1","4","1",2,0.4,0.738636363636364,17,4.4,3.2
"6990",0,"5",12,"231842","0","1","0","0","2","1","1","1","0",2,0.333333333333333,1,6,1.5,1.5
"6991",0,"5",27,"340263","0","0","0","0","1","0","0","0","0",3,0.333333333333333,0.884615384615385,6.75,1.5,1.5
"6992",0,"5",43,"672214","0","0","0","0","1","0","0","0","0",1,0.428571428571429,0.790697674418605,10.75,1,1.25
"6993",0,"5",30,"640097","0","3","0","0","2","0","1","2","0",2,0.4,0.838709677419355,15,1.5,1.5
"6994",0,"5",29,"604530","0","0","0","0","0","0","0","0","0",0,0.166666666666667,0.931034482758621,5.8,1,1
"6995",0,"5",36,"367011","0","0","0","0","0","0","0","0","0",1,0,0.833333333333333,9,1,1.25
"6996",0,"5",49,"785148","0","1","0","0","1","0","2","1","0",3,0.166666666666667,0.836734693877551,9.8,2,1.8
"6997",0,"5",45,"832902","0","2","0","0","2","0","2","4","0",3,0.5,0.769230769230769,22.5,4,5.5
"6998",0,"5",48,"433870","0","1","0","0","1","0","0","1","0",1,0.25,0.78,8,1,1.83333333333333
"6999",0,"1",17,"243579","1","1","0","1","0","1","0","0","1",1,0.5,0.941176470588235,17,1,0
"7000",0.2,"5",89,"18566","1","1","0","0","4","1","1","2","0",4,0.375,0.709302325581395,17.8,2,2.6
"7001",0,"4",62,"116240","0","2","0","1","1","1","1","2","1",2,0.285714285714286,0.771929824561403,12.4,2.4,2.2
"7002",0,"5",2,"290262","0","0","0","0","0","0","0","0","0",0,0,1,2,1,1
"7003",0,"5",75,"553454","1","1","1","0","3","1","1","4","2",4,0.25,0.753246753246753,10.7142857142857,1.71428571428571,1.71428571428571
"7004",0.111111111111111,"5",152,"830281","0","5","0","0","3","0","3","2","0",5,0.357142857142857,0.671140939597315,16.8888888888889,1.77777777777778,2.77777777777778
"7005",0,"5",45,"451105","1","1","0","1","2","0","0","1","1",3,0.25,0.755555555555556,15,1,1.33333333333333
"7006",0,"5",45,"496171","0","1","0","0","1","0","1","2","0",2,0.333333333333333,0.804347826086957,11.25,1,1.5
"7007",0.142857142857143,"2",73,"63641","0","3","0","1","4","1","3","2","1",5,0.125,0.824324324324324,10.4285714285714,1,1.28571428571429
"7008",0.5,"5",31,"744055","0","0","0","0","1","0","0","0","0",2,0.333333333333333,0.866666666666667,15.5,1,2
"7009",0,"5",42,"544332","0","2","0","0","2","0","1","1","0",2,0.428571428571429,0.80952380952381,10.5,1.75,1.5
"7010",0.333333333333333,"4",86,"167378","0","2","0","1","1","2","0","2","3",4,0.384615384615385,0.714285714285714,14.3333333333333,2.5,3
"7011",0,"5",145,"113056","1","3","2","0","3","1","2","2","3",4,0.4,0.716312056737589,16.1111111111111,2,2.44444444444444
"7012",0,"5",8,"525535","0","0","0","0","0","0","0","0","0",0,0,1,8,0,3
"7013",0.333333333333333,"5",45,"635846","0","1","0","1","0","0","0","0","0",1,0.25,0.8,15,1,2.66666666666667
"7014",0,"3",20,"570498","0","1","0","0","0","0","0","0","0",0,0.5,0.95,6.66666666666667,1.33333333333333,1.33333333333333
"7015",0,"5",27,"552047","0","0","0","0","1","0","0","0","0",1,0.25,0.851851851851852,13.5,1.5,3.5
"7016",0,"5",70,"432880","0","0","0","0","0","0","0","0","0",1,0.461538461538462,0.676470588235294,10,1.71428571428571,1.28571428571429
"7017",0,"5",6,"571977","0","0","0","0","1","0","0","1","0",1,0,1,6,2,2
"7018",0.125,"5",60,"713538","0","1","0","0","0","0","0","1","0",1,0.181818181818182,0.842857142857143,6.66666666666667,2.22222222222222,2.66666666666667
"7019",0.2,"5",35,"528804","0","1","0","0","0","0","0","0","0",0,0.285714285714286,0.941176470588235,7,1.4,1.6
"7020",0,"5",8,"307282","0","0","0","0","0","0","0","0","0",0,0.25,1,2.66666666666667,1.33333333333333,0.666666666666667
"7021",0,"5",68,"226622","0","4","0","0","4","0","1","4","1",6,0.333333333333333,0.772727272727273,11.3333333333333,1,2.33333333333333
"7022",0,"5",22,"698968","0","0","0","0","0","0","0","0","0",1,0.5,0.909090909090909,22,1,3
"7023",0,"5",40,"169885","0","2","0","0","1","0","1","1","0",1,0.333333333333333,0.875,10,2.25,1.75
"7024",0,"5",48,"177116","0","0","0","0","0","0","0","0","0",3,0.285714285714286,0.897959183673469,9.6,1.2,2.8
"7025",0,"0",78,"398015","0","2","0","0","3","0","1","4","0",4,0.4,0.743589743589744,6.5,1.25,1.16666666666667
"7026",0,"5",6,"255219","0","0","0","0","0","0","0","0","0",0,0,1,6,1,2
"7027",0,"5",10,"515262","1","1","1","1","2","1","2","2","1",2,0,1,3.33333333333333,1,1
"7028",0,"5",50,"449983","0","1","0","0","1","1","1","2","1",1,0.428571428571429,0.916666666666667,12.5,1.75,2.25
"7029",0,"5",96,"539269","0","2","1","0","3","0","2","2","1",4,0.357142857142857,0.694736842105263,12,1.625,1.25
"7030",0,"4",23,"443005","0","1","0","0","0","1","1","0","1",0,0.333333333333333,1,11.5,0.5,2.5
"7031",0,"5",120,"812110","1","2","1","2","1","1","1","3","1",4,0.272727272727273,0.603174603174603,15,1.375,5
"7032",0,"5",42,"458408","0","0","0","1","1","1","0","1","1",1,0.333333333333333,0.738095238095238,10.5,1.25,1.25
"7033",0,"5",34,"54981","0","0","1","0","1","1","0","0","1",1,0.333333333333333,0.828571428571429,17,6,3
"7034",0,"4",71,"367907","1","2","0","1","2","0","0","2","0",3,0.461538461538462,0.774647887323944,10.1428571428571,1.14285714285714,1.14285714285714
"7035",0,"5",20,"791725","0","0","0","0","0","0","0","0","0",1,0.333333333333333,0.95,10,2,1
"7036",0,"4",33,"469142","0","0","0","0","1","0","0","1","0",1,0.4,0.878048780487805,11,0.666666666666667,5
"7037",0,"5",61,"260883","0","0","0","0","3","0","0","1","0",4,0.375,0.721311475409836,12.2,2.6,1.2
"7038",0,"5",40,"64917","0","2","0","0","1","0","0","1","0",2,0.4,0.825,13.3333333333333,1.66666666666667,2
"7039",0,"4",74,"177023","1","3","1","1","3","1","2","3","2",6,0.416666666666667,0.723684210526316,12.3333333333333,1.5,2.16666666666667
"7040",0,"0",36,"816964","0","0","1","0","1","0","1","1","1",3,0.5,0.885714285714286,18,3,3.5
"7041",0,"4",36,"197520","0","1","0","0","1","0","1","2","1",1,0.2,0.833333333333333,9,1.25,2
"7042",0,"5",53,"720184","0","0","0","0","0","0","0","0","0",2,0.5,0.849056603773585,17.6666666666667,2.33333333333333,1.66666666666667
"7043",0,"5",36,"72539","0","0","0","0","1","0","0","0","0",1,0.25,0.916666666666667,12,1.66666666666667,2
"7044",0,"5",27,"765019","0","0","0","0","1","0","0","0","0",1,0,0.851851851851852,6.75,1.25,3.75
"7045",0,"4",41,"41533","0","3","1","0","2","0","1","1","2",3,0.375,0.86046511627907,8.2,1.4,2
"7046",0,"5",36,"752755","1","2","1","1","1","2","1","1","2",3,0,0.828571428571429,12,1,3
"7047",0,"5",118,"869980","1","1","0","0","2","0","1","1","1",6,0.461538461538462,0.68141592920354,16.8571428571429,1.28571428571429,1.85714285714286
"7048",0,"5",4,"1575","0","0","0","0","0","0","0","0","0",0,0,1,4,1,1
"7049",0,"0",86,"657405","0","1","0","0","1","0","1","2","0",1,0.444444444444444,0.694117647058824,17.2,1.6,3.2
"7050",0,"5",42,"444618","0","1","1","0","1","0","0","1","1",2,0.375,0.857142857142857,8.4,1.2,1.8
"7051",0,"0",35,"594654","0","1","0","0","2","0","1","1","0",2,0.285714285714286,0.8,7,1,1.6
"7052",0,"5",18,"281423","0","0","0","0","0","0","0","0","0",0,0.333333333333333,0.944444444444444,9,1,2
"7053",0,"4",76,"869220","1","3","1","2","3","1","1","5","1",7,0.222222222222222,0.789473684210526,12.6666666666667,2,1.5
"7054",0,"5",41,"584683","1","0","1","1","3","0","2","3","1",3,0.285714285714286,0.75609756097561,8.2,1.4,1
"7055",0,"4",53,"514744","0","1","0","0","1","0","0","1","0",2,0.333333333333333,0.773584905660377,13.25,1,2.5
"7056",0,"4",102,"2300","0","5","1","0","5","0","4","5","1",6,0.4,0.686868686868687,11.3333333333333,1.66666666666667,2.33333333333333
"7057",0,"0",50,"307934","0","1","0","0","2","0","1","1","1",2,0.285714285714286,0.78,10,1.4,1
"7058",0,"5",31,"609670","0","1","0","1","0","0","1","0","2",1,0.4,0.9,10.3333333333333,1,2
"7059",0,"4",39,"6802","0","0","0","0","0","0","0","0","0",2,0.333333333333333,0.82051282051282,9.75,1,1.75
"7060",0,"4",74,"427315","0","0","1","0","3","0","0","2","0",4,0.4,0.72972972972973,24.6666666666667,2,4
"7061",0,"5",30,"294416","0","1","0","0","2","0","1","2","0",2,0.2,0.862068965517241,7.5,1.25,1.25
"7062",0,"5",32,"266972","1","0","0","0","0","0","0","0","1",0,0,0.866666666666667,16,0,4
"7063",0,"5",47,"447529","0","1","0","0","3","0","1","3","0",4,0.285714285714286,0.702127659574468,9.4,1.6,4.4
"7064",0,"5",4,"238404","0","0","0","0","0","0","0","0","0",0,0,1,4,1,1
"7065",0,"5",47,"685531","0","1","1","0","2","0","0","2","0",2,0.2,0.897959183673469,11.75,2.25,2.5
"7066",0,"5",36,"827677","0","2","0","0","2","0","1","2","0",2,0.285714285714286,0.852941176470588,7.2,1.4,1.4
"7067",0,"4",44,"345964","0","1","0","0","2","0","0","2","0",2,0.25,0.8,14.6666666666667,1.33333333333333,4
"7068",0,"4",85,"726478","0","2","0","0","0","0","1","0","0",1,0.4,0.662790697674419,28.3333333333333,2.33333333333333,2.33333333333333
"7069",0,"4",86,"522261","0","2","1","1","1","0","1","1","3",1,0.384615384615385,0.682352941176471,12.2857142857143,2,2.57142857142857
"7070",0.0833333333333333,"5",134,"391069","0","2","0","1","2","1","0","1","1",4,0.478260869565217,0.643410852713178,11.1666666666667,1.58333333333333,1.83333333333333
"7071",0,"5",46,"539344","2","2","2","0","4","0","2","2","3",4,0.25,0.886363636363636,11.5,0,2
"7072",0,"5",24,"51143","0","0","0","0","1","0","0","0","0",1,0.4,0.916666666666667,8,1,1.66666666666667
"7073",0,"5",12,"76865","0","0","0","0","0","0","0","0","0",1,0,1,6,1,1
"7074",0,"5",16,"165859","0","0","0","0","1","0","0","2","1",2,0,1,16,1,1
"7075",0,"5",77,"794492","0","3","0","0","3","0","1","3","0",5,0.363636363636364,0.753246753246753,11,1.28571428571429,1.42857142857143
"7076",0,"5",16,"79926","0","0","0","0","1","0","0","0","0",1,0.25,0.9375,5.33333333333333,1,1
"7077",0,"5",3,"419559","0","0","0","0","0","0","0","0","0",0,0,1,3,0,2
"7078",0,"5",46,"69669","0","2","0","0","2","0","1","2","0",2,0.142857142857143,0.829787234042553,7.66666666666667,2,2.16666666666667
"7079",0,"5",58,"440855","1","1","1","1","2","1","0","2","2",3,0.333333333333333,0.785714285714286,14.5,1.25,2.75
"7080",0,"5",84,"474145","0","5","0","0","3","0","2","0","0",4,0.454545454545455,0.619047619047619,14,2.66666666666667,2
"7081",0,"5",30,"161603","0","1","0","0","0","0","0","0","0",0,0.375,0.933333333333333,6,1.2,1.2
"7082",0,"5",33,"459896","1","0","0","0","1","1","1","0","1",1,0.25,0.9375,11,2,3
"7083",0,"5",25,"324518","0","2","0","0","4","1","3","4","0",4,0.333333333333333,0.96,8.33333333333333,2.33333333333333,3
"7084",0,"4",7,"669667","0","0","0","0","0","0","0","0","0",0,0,0.857142857142857,3.5,1,1
"7085",0,"5",42,"115799","0","1","0","0","1","0","0","0","0",2,0.333333333333333,0.880952380952381,10.5,2.5,1.75
"7086",0,"5",20,"166090","0","0","0","0","0","0","0","0","0",0,0.5,0.952380952380952,20,1,4
"7087",0.142857142857143,"4",68,"588128","1","3","0","0","3","1","1","3","0",3,0.4,0.823529411764706,11.3333333333333,1.66666666666667,2
"7088",0,"5",48,"768743","1","1","0","0","2","0","1","2","1",2,0.285714285714286,0.808510638297872,12,1.75,1.75
"7089",0,"5",89,"860161","0","2","0","0","1","0","0","0","0",4,0.5,0.735632183908046,17.8,1,2
"7090",0,"1",38,"357454","1","1","1","1","0","1","0","1","1",2,0,0.916666666666667,7.6,5,1
"7091",0,"5",85,"499163","1","2","0","0","1","1","1","1","1",2,0.4,0.734939759036145,14.1666666666667,1.5,1.16666666666667
"7092",0.2,"5",96,"306136","0","2","0","0","0","1","0","1","1",3,0.444444444444444,0.614583333333333,19.2,1.8,2.2
"7093",0,"5",22,"129345","0","2","0","0","1","0","1","1","1",1,0,0.818181818181818,7.33333333333333,5.66666666666667,1.66666666666667
"7094",0,"5",36,"210132","0","1","2","0","2","1","1","0","2",2,0.166666666666667,0.888888888888889,7.2,1,1.2
"7095",0,"4",68,"735718","0","0","0","0","2","0","0","1","0",2,0.5,0.765625,17,1.25,3.25
"7096",0,"5",6,"715048","0","0","0","0","0","0","0","0","0",0,0,1,3,1,1.5
"7097",0,"5",74,"205903","4","3","3","2","3","1","2","3","5",5,0.375,0.689189189189189,14.8,1,1.6
"7098",0,"5",39,"23303","0","0","0","0","1","0","0","0","0",1,0.5,0.837837837837838,19.5,1.5,4
"7099",0,"5",54,"699074","0","1","0","0","3","0","1","0","1",4,0.25,0.740740740740741,10.8,1.6,2.8
"7100",0,"5",34,"694407","0","0","0","0","1","1","0","1","0",2,0.4,0.939393939393939,11.3333333333333,1.66666666666667,1.66666666666667
"7101",0,"5",60,"389246","2","0","0","1","1","2","0","1","3",2,0.444444444444444,0.833333333333333,12,3.2,1.4
"7102",0,"0",56,"45202","1","1","0","0","1","0","0","1","1",5,0.333333333333333,0.924528301886792,18.6666666666667,4,3.66666666666667
"7103",0,"5",49,"298871","1","0","0","1","1","1","0","0","2",1,0.333333333333333,0.872340425531915,9.8,1.2,1.6
"7104",0,"5",5,"29319","0","1","0","0","1","0","1","1","0",1,0,1,2.5,1,1
"7105",0,"5",22,"46724","0","0","0","1","1","0","0","0","0",1,0.5,0.909090909090909,22,3,4
"7106",0.166666666666667,"5",70,"186788","0","0","0","2","0","0","0","1","1",3,0.333333333333333,0.771428571428571,11.6666666666667,2.33333333333333,1.33333333333333
"7107",0,"5",60,"551851","1","1","1","1","2","1","1","2","2",3,0.285714285714286,0.783333333333333,15,2,5.75
"7108",0,"5",17,"28173","0","0","0","0","0","0","0","0","0",0,0.5,1,17,1,2
"7109",0,"5",93,"717401","0","4","1","0","5","0","2","7","0",6,0.352941176470588,0.736842105263158,13.2857142857143,5.42857142857143,4.42857142857143
"7110",0,"5",44,"598150","1","1","2","0","2","2","1","2","1",4,0.25,0.818181818181818,8.8,1.4,1.6
"7111",0,"4",50,"585110","0","1","1","1","1","0","1","1","1",3,0.5,0.872727272727273,50,7,23
"7112",0,"5",35,"836618","1","2","0","0","4","0","1","3","0",4,0.4,0.942857142857143,11.6666666666667,1,2
"7113",0.2,"5",56,"677501","0","1","0","0","2","0","1","1","0",3,0.4,0.763636363636364,9.33333333333333,2,1.5
"7114",0,"5",33,"796447","0","0","0","0","1","0","0","1","0",2,0.333333333333333,0.909090909090909,8.25,1.25,1.5
"7115",0,"5",8,"33233","0","0","0","0","0","0","0","0","0",0,0.5,1,8,0,0
"7116",0,"5",79,"203556","0","1","0","0","1","0","0","2","3",1,0.285714285714286,0.772151898734177,15.8,2.2,3.8
"7117",0,"5",43,"801095","0","3","0","1","1","0","1","0","0",1,0.333333333333333,0.785714285714286,10.75,1.25,1.5
"7118",0,"5",25,"205709","0","1","0","0","2","0","1","1","0",3,0.4,0.92,8.33333333333333,1,1.33333333333333
"7119",0,"5",66,"319890","0","1","1","1","1","0","2","2","0",2,0.428571428571429,0.787878787878788,22,2.33333333333333,3.33333333333333
"7120",0,"4",59,"260479","0","0","1","0","1","0","2","4","0",2,0.4,0.711864406779661,19.6666666666667,1.33333333333333,2
"7121",0,"5",74,"723359","0","1","0","3","0","3","0","1","3",0,0.444444444444444,0.73972602739726,14.8,1.8,1.4
"7122",0,"5",19,"864991","0","1","0","0","1","0","0","1","0",1,0.333333333333333,0.947368421052632,9.5,1,1.5
"7123",0,"5",55,"647462","0","0","0","1","0","0","0","1","1",1,0.5,0.818181818181818,13.75,1.5,2.5
"7124",0,"5",36,"598447","0","4","0","0","2","0","1","2","0",2,0.285714285714286,0.971428571428571,9,2.25,2.5
"7125",0,"5",21,"864484","1","1","0","0","2","0","0","0","1",2,0.2,1,5.25,1.25,1
"7126",0,"4",133,"826923","0","1","0","1","1","0","0","1","2",4,0.2,0.716535433070866,19,1,3
"7127",0,"5",44,"128073","0","0","0","0","1","0","1","0","0",3,0.25,0.837209302325581,14.6666666666667,2,2
"7128",0,"5",56,"462073","0","1","0","0","3","0","0","2","0",4,0.416666666666667,0.796296296296296,8,1.28571428571429,1.57142857142857
"7129",0,"0",18,"752492","0","1","0","0","2","0","1","2","0",3,0,0.833333333333333,6,1,1
"7130",0,"5",59,"495486","0","0","0","0","1","0","0","2","0",3,0.4,0.862068965517241,9.83333333333333,1.66666666666667,2.66666666666667
"7131",0,"4",39,"780591","0","3","0","0","2","0","1","2","1",2,0.333333333333333,0.871794871794872,9.75,1.5,1.5
"7132",0,"5",40,"312189","0","2","0","0","1","0","0","0","1",2,0.461538461538462,0.815789473684211,5.71428571428571,1.42857142857143,1.57142857142857
"7133",0,"5",62,"279219","0","2","0","0","2","0","1","1","0",4,0.5,0.825396825396825,20.6666666666667,1.66666666666667,2.66666666666667
"7134",0,"5",46,"541706","0","2","0","0","2","0","0","2","0",3,0.428571428571429,0.872340425531915,11.5,1.5,2.5
"7135",0,"5",39,"792835","1","2","0","1","2","1","1","2","2",2,0,0.825,13,1.66666666666667,2.66666666666667
"7136",0,"4",64,"772433","1","2","0","1","1","0","1","1","1",1,0.428571428571429,0.75,16,1.5,2.5
"7137",0,"4",25,"156861","0","1","0","0","0","0","0","0","0",1,0.333333333333333,1,12.5,1.5,2
"7138",0,"0",38,"474441","0","1","0","0","0","0","0","0","0",2,0,0.775,12.6666666666667,1,2.33333333333333
"7139",0,"5",41,"118908","0","2","0","0","1","0","1","1","0",3,0.285714285714286,0.883720930232558,20.5,4.5,4
"7140",0,"5",33,"755628","0","0","0","0","1","0","1","1","1",1,0.333333333333333,0.787878787878788,16.5,3.5,2.5
"7141",0.5,"5",14,"157591","0","0","0","0","1","0","0","1","0",1,0,1,7,1,1
"7142",0,"5",47,"17244","0","1","0","0","3","0","0","1","1",4,0.285714285714286,0.875,9.4,2.2,1.8
"7143",0,"5",78,"517732","0","2","0","0","2","1","1","2","1",4,0.461538461538462,0.671052631578947,9.75,1.375,2.375
"7144",0,"5",40,"765410","0","0","0","0","0","0","0","0","0",0,0.333333333333333,0.875,13.3333333333333,1.66666666666667,1.66666666666667
"7145",0.166666666666667,"5",112,"786913","0","4","0","1","2","1","1","3","2",3,0.454545454545455,0.669642857142857,18.6666666666667,3.16666666666667,3.5
"7146",0,"4",60,"320809","1","2","0","1","1","0","2","1","1",5,0.375,0.816666666666667,12,1.4,1.2
"7147",0,"5",19,"92679","0","0","0","0","0","0","0","0","0",0,0.4,0.944444444444444,6.33333333333333,1,2
"7148",0,"5",118,"550636","0","3","0","1","2","0","1","2","0",4,0.368421052631579,0.700854700854701,9.83333333333333,1.25,1.25
"7149",0,"3",87,"661768","0","1","0","0","2","0","1","2","1",6,0.375,0.705882352941177,8.7,1,1.7
"7150",0,"5",21,"501506","0","1","0","0","1","0","0","1","0",2,0.428571428571429,0.9,5.25,0.75,1.75
"7151",0,"1",109,"422466","2","2","1","2","3","2","2","3","3",5,0.5,0.677685950413223,15.5714285714286,2,4.57142857142857
"7152",0,"5",27,"720717","0","2","0","0","2","0","1","2","0",3,0.25,0.916666666666667,9,2,2
"7153",0.142857142857143,"5",70,"499673","0","2","0","0","1","0","0","2","0",1,0.384615384615385,0.782608695652174,8.75,1.875,1.875
"7154",0,"5",41,"123849","0","1","0","0","1","0","0","1","0",2,0.5,0.780487804878049,20.5,1.5,2
"7155",0.0384615384615385,"5",332,"600426","5","4","5","4","6","4","3","5","9",8,0.444444444444444,0.511976047904192,13.28,1.56,2.36
"7156",0,"5",26,"717188","0","1","0","1","2","0","0","1","0",2,0.5,1,13,2.5,5
"7157",0,"5",61,"318271","0","0","0","0","2","0","1","1","0",3,0.375,0.721311475409836,12.2,2,1.4
"7158",0.166666666666667,"5",89,"857852","0","2","0","1","1","0","1","0","0",1,0.444444444444444,0.666666666666667,17.8,2.6,2
"7159",0,"4",59,"559901","1","2","1","0","3","0","1","2","1",4,0.428571428571429,0.76271186440678,14.75,1.75,1.5
"7160",0,"5",111,"130562","1","1","1","1","1","1","1","1","1",2,0.444444444444444,0.702702702702703,22.2,3.4,4
"7161",0.1,"5",150,"400778","0","7","0","0","3","1","1","1","0",5,0.375,0.671140939597315,15,1.4,2
"7162",0,"5",50,"357901","1","0","0","2","1","1","0","1","1",5,0.375,0.76,10,1.2,1.6
"7163",0,"5",29,"569392","0","0","0","0","1","1","0","2","1",3,0.2,0.962962962962963,9.66666666666667,0.666666666666667,3
"7164",0,"5",9,"619831","0","0","0","0","1","0","1","1","0",1,0.25,1,4.5,2,1.5
"7165",0,"5",22,"348613","0","0","0","1","1","0","1","1","0",2,0.25,1,7.33333333333333,4.33333333333333,1
"7166",0.153846153846154,"5",232,"697032","1","2","2","4","4","2","1","7","6",11,0.363636363636364,0.582608695652174,17.8461538461538,1.84615384615385,2.84615384615385
"7167",0,"5",82,"512988","0","3","0","1","4","0","0","2","1",5,0.4,0.658536585365854,16.4,2.8,1.8
"7168",0,"5",60,"180771","0","0","0","0","1","0","0","0","0",1,0.25,0.716666666666667,10,1.33333333333333,1
"7169",0,"5",83,"469886","1","1","0","4","3","2","0","2","2",4,0.428571428571429,0.698795180722892,20.75,3,2.75
"7170",0,"4",31,"654848","0","4","0","0","3","0","2","4","0",4,0.5,0.935483870967742,10.3333333333333,2.33333333333333,1.66666666666667
"7171",0,"5",53,"603413","0","1","0","0","1","0","0","0","0",1,0.4,0.8,17.6666666666667,3,4.33333333333333
"7172",0,"5",69,"573662","0","3","0","0","5","0","1","3","0",6,0.375,0.797101449275362,13.8,1.6,1.2
"7173",0,"4",62,"475351","0","1","0","0","1","0","1","1","0",1,0.307692307692308,0.75,6.88888888888889,0.777777777777778,1.44444444444444
"7174",0,"5",45,"370448","0","2","0","0","3","0","2","3","0",3,0.142857142857143,0.826086956521739,9,1.6,2.4
"7175",0,"5",52,"735427","0","0","0","0","0","0","0","0","0",1,0.4,0.788461538461538,8.66666666666667,1.5,1
"7176",0,"5",59,"767923","1","3","2","2","4","1","2","1","1",5,0.333333333333333,0.813559322033898,11.8,2,1.8
"7177",0,"5",111,"47363","0","4","1","0","7","0","3","5","1",9,0.333333333333333,0.715686274509804,22.2,8.4,5
"7178",0,"5",29,"174817","0","5","1","0","4","0","1","2","1",5,0,0.933333333333333,9.66666666666667,1,1.33333333333333
"7179",0,"5",42,"540466","0","0","1","0","0","0","0","1","2",0,0.3,0.86046511627907,6,0.857142857142857,1.71428571428571
"7180",0,"5",74,"706360","0","1","0","1","1","0","1","1","0",2,0.461538461538462,0.716216216216216,10.5714285714286,2.71428571428571,1.14285714285714
"7181",0.0833333333333333,"5",137,"214508","0","4","0","2","2","1","0","3","1",4,0.294117647058824,0.687022900763359,12.4545454545455,1.09090909090909,2
"7182",0,"5",38,"491282","0","0","0","0","0","0","0","0","0",1,0.333333333333333,0.918918918918919,9.5,1.75,1.25
"7183",0,"4",33,"13680","0","2","0","0","2","0","1","2","0",2,0.4,0.96969696969697,11,1.66666666666667,2
"7184",0,"5",63,"544010","0","4","0","0","4","0","1","4","0",5,0.333333333333333,0.85,9,1.42857142857143,2.14285714285714
"7185",0,"5",48,"820066","0","1","0","0","1","1","0","3","2",4,0.5,0.857142857142857,16,1,3.66666666666667
"7186",0,"5",96,"795666","0","1","0","0","1","0","1","2","1",4,0.333333333333333,0.715789473684211,16,1.66666666666667,4.33333333333333
"7187",0,"4",43,"228415","0","2","0","0","1","0","1","1","0",4,0.333333333333333,0.931818181818182,10.75,1.75,3.75
"7188",0,"5",32,"289643","0","0","0","0","2","0","0","2","0",2,0.2,0.833333333333333,8,1.25,1.5
"7189",0,"4",33,"728998","0","3","0","0","2","0","2","1","0",2,0.4,0.96969696969697,11,2.33333333333333,3.66666666666667
"7190",0,"5",35,"601812","0","1","0","0","0","0","0","1","0",1,0.4,0.714285714285714,11.6666666666667,1,1
"7191",0,"5",35,"242629","0","1","0","0","0","0","1","0","0",1,0.4,0.885714285714286,11.6666666666667,2.66666666666667,2
"7192",0,"5",66,"78780","2","0","0","1","3","0","1","2","2",5,0.333333333333333,0.8,11,1.16666666666667,2
"7193",0,"5",111,"85569","1","4","0","0","4","0","2","5","1",6,0.307692307692308,0.752293577981651,12.3333333333333,1.66666666666667,2.33333333333333
"7194",0,"5",43,"855369","0","3","0","0","4","0","2","3","0",4,0.333333333333333,0.930232558139535,14.3333333333333,2.33333333333333,4.66666666666667
"7195",0,"5",41,"288422","0","2","0","0","2","0","1","3","1",3,0.285714285714286,0.868421052631579,13.6666666666667,8.66666666666667,3.33333333333333
"7196",0,"5",117,"538130","1","2","1","1","3","1","0","2","3",5,0.153846153846154,0.738738738738739,13,1.88888888888889,3.11111111111111
"7197",0,"5",12,"425904","0","0","0","0","0","0","0","0","0",1,0.25,1,12,9,9
"7198",0,"5",40,"799259","0","1","0","0","2","1","0","2","1",2,0.2,0.846153846153846,10,2.5,2.75
